pestiKorName,regCpntQnty,pestiBrandName,compName,useName,indictSymbl,cropName,diseaseWeedName,pestiUse,dilutUnit,useSuittime,useNum
아바멕틴.비펜트린 액상수화제,Abamectin-1.5Bifenthrin-2,브리가드,(주)농협케미컬,살충제,6+3a,사과,썩덩나무노린재,발생초기 10일간격 경엽처리,"2,000배",수확 21일 전까지,3회 이내
아세타미프리드.뷰프로페진 액상수화제,Acetamiprid-5Buprofezin-20,깍지마기,(주)한얼싸이언스,살충제,4a+16,사과,썩덩나무노린재,발생초기 10일간격 경엽처리,"2,000배",수확 21일전,3회 이내
아세타미프리드.비펜트린 입상수화제,acetamiprid-6bifenthrin-3,직격탄,(주)농협케미컬,살충제,4a+3a,사과,썩덩나무노린재,발생초기 10일간격 경엽처리,"2,000배",수확 21일 전까지,3회 이내
아세타미프리드.에토펜프록스 수화제,Acetamiprid-2.5Etofenprox-8,피리처,인바이오(주),살충제,4a+3a,사과,썩덩나무노린재,발생초기 10일간격 경엽처리,"1,000배",수확 30일전,3회 이내
아세타미프리드.인독사카브 액상수화제,Acetamiprid-4Indoxacarb-5,캐치온,(주)한얼싸이언스,살충제,4a+22a,사과,썩덩나무노린재,발생초기 10일간격 경엽처리,"1,000배",수확 30일 전까지,2회 이내
아세타미프리드.플루벤디아마이드 입상수화제,Acetamiprid-6Flubendiamide-7,진검,한국삼공(주),살충제,4a+28,사과,썩덩나무노린재,발생초기 10일간격 경엽처리,"2,000배",수확 14일 전까지,3회 이내
알파사이퍼메트린 입상수화제,Alpha-cypermethrin-15,콩코드,한국삼공(주),살충제,3a,사과,썩덩나무노린재,발생초 10일간격 경엽처리,"5,000배",수확 7일 전까지,3회 이내
에토펜프록스 분상유제,Etofenprox-10,세베로,(주)경농,살충제,3a,사과,썩덩나무노린재,발생초기 10일간격 경엽처리,"1,000배",수확 14일 전까지,3회 이내
에토펜프록스 수화제,Etofenprox-10,충스탑,아그리젠토(주),살충제,3a,사과,썩덩나무노린재,발생초기 10일간격 경엽처리,"1,000배",수확 14일 전까지,3회 이내
에토펜프록스 수화제,Etofenprox-10,크로캅,(주)한얼싸이언스,살충제,3a,사과,썩덩나무노린재,발생초기 10일간격 경엽처리,"1,000배",수확 14일 전까지,3회 이내
에토펜프록스 수화제,Etofenprox-10,타키온,인바이오(주),살충제,3a,사과,썩덩나무노린재,발생초기 10일간격 경엽처리,"1,000배",수확 14일 전까지,3회 이내
에토펜프록스 유탁제,etofenprox-10,명타자,(주)팜한농,살충제,3a,사과,썩덩나무노린재,발생초기 10일간격 경엽처리,"1,000배",수확 21일 전까지,3회 이내
에토펜프록스.메타플루미존 유현탁제,Etofenprox-8Metaflumizone-3,살리미,(주)경농,살충제,3a+22b,사과,썩덩나무노린재,발생초기 10일간격 경엽처리,"1,000배",수확 21일 전까지,2회 이내
에토펜프록스.메톡시페노자이드 유현탁제,etofenprox-8methoxyfenozide-3.2,바로확,(주)팜한농,살충제,3a+18,사과,썩덩나무노린재,발생초기 10일간격 경엽처리,"1,000배",수확 21일 전까지,3회 이내
에토펜프록스.설폭사플로르 유현탁제,Etofenprox-8sulfoxaflor-3.1,조명탄,(주)경농,살충제,3a+4c,사과,썩덩나무노린재,발생초기 10일간격 경엽처리,"1,000배",수확 21일 전까지,2회 이내
에토펜프록스.인독사카브 수화제,etofenprox-10indoxacarb-1.5,바이킹,(주)동방아그로,살충제,3a+22a,사과,썩덩나무노린재,발생초기 10일간격 경엽처리,"1,000배",수확 14일 전까지,3회 이내
에토펜프록스.인독사카브 유탁제,Etofenprox-10Indoxacarb-1.5,청출어람,(주)동방아그로,살충제,3a+22a,사과,썩덩나무노린재,발생초기 10일간격 경엽처리,"1,000배",수확 14일 전까지,2회 이내
에토펜프록스.테부페노자이드 유제,Etofenprox-10Tebufenozide-4,나방도사,(주)한얼싸이언스,살충제,3a+18,사과,썩덩나무노린재,발생초기 10일간격  경엽처리,"1,000배 ",수확 30일 전까지,3회 이내
에토펜프록스.피리달릴 미탁제,Etofenprox-8Pyridalyl-7.5,슈페리온,성보화학(주),살충제,3a+미분류,사과,썩덩나무노린재,발생초기 10일간격 경엽처리,"1,000배 ",수확 14일 전까지,3회 이내
에토펜프록스.피메트로진 유현탁제,Etofenprox-10Pymetrozine-8,다이섹트,팜아그로텍(주),살충제,3a+9b,사과,썩덩나무노린재,발생초기 10일간격 경엽처리,"1,000배",수확 14일전,3회 이내
크로마페노자이드.에토펜프록스 유제,Chromafenozide-3Etofenprox-10,프라우스,(주)동방아그로,살충제,18+3a,사과,썩덩나무노린재,발생초기 10일간격 경엽처리,"1,000배",수확 21일 전까지,2회 이내
클로르페나피르.에토펜프록스 유현탁제,Chlorfenapyr-3Etofenprox-8,달마지,(주)경농,살충제,13+3a,사과,썩덩나무노린재,발생초기 10일간격 경엽처리,"1,000배",수확 21일 전까지,2회 이내
플룩사메타마이드 액상수화제,Fluxametamide-7,액스라지,(주)경농,살충제,30,사과,썩덩나무노린재,발생초기 10일간격 경엽처리,"2,000배",수확 14일 전까지,2회 이내
디클로르보스.람다사이할로트린 분산성액제,dichlorvos-20Lambda-cyhalothrin-0.8,돌격대,(주)팜한농,살충제,1b+3a,사과,애모무늬잎말이나방,다발생기 경엽처리,"2,000배",수확 21일 전까지,3회 이내
람다사이할로트린 미탁제,Lambda-cyhalothrin-3,멸사충,(주)신농팜케미컬,살충제,3a,사과,애모무늬잎말이나방,다발생기 경엽처리,"3,000배",수확 14일 전까지,3회 이내
람다사이할로트린 미탁제,Lambda-cyhalothrin-3,충박사,(주)신농팜케미컬,살충제,3a,사과,애모무늬잎말이나방,다발생기 경엽처리,"3,000배",수확 14일 전까지,3회 이내
람다사이할로트린 미탁제,Lambda-cyhalothrin-3,충박사,(주)케이씨생명과학,살충제,3a,사과,애모무늬잎말이나방,다발생기 경엽처리,"3,000배",수확 14일 전까지,3회 이내
람다사이할로트린 미탁제,Lambda-cyhalothrin-3,충박사,(주)케이씨생명과학,살충제,3a,사과,애모무늬잎말이나방,다발생기 경엽처리,"3,000배",수확 14일 전까지,3회 이내
사이클라닐리프롤 액제,Cyclaniliprole-4.5,라피탄,(주)팜한농,살충제,28,사과,애모무늬잎말이나방,다발생기 경엽처리,"2,000배",수확 14일 전까지,3회 이내
사이클라닐리프롤 액제,Cyclaniliprole-4.5,라피탄,(주)팜한농,살충제,28,사과,애모무늬잎말이나방,다발생기 경엽처리,"2,000배",수확 14일전,3회 이내
사이클라닐리프롤 액제,Cyclaniliprole-4.5,라피탄,ISK바이오사이언스 코리아(주),살충제,28,사과,애모무늬잎말이나방,다발생기 경엽처리,"2,000배",수확 14일전,3회 이내
아바멕틴.사이플루메토펜 분산성액제,Abamectin-0.8Cyflumetofen-10,와이드샷,(주)동방아그로,살충제,6+25a,사과,애모무늬잎말이나방,다발생기 경엽처리,"1,000배",수확 21일 전까지,2회 이내
아바멕틴.설폭사플로르 액상수화제,Abamectin-1.5sulfoxaflor-6.2,슈퍼펀치,(주)동방아그로,살충제,6+4c,사과,애모무늬잎말이나방,다발생기 경엽처리,"2,000배",수확 21일 전까지,3회 이내
아바멕틴.클로르페나피르 액상수화제,Abamectin-0.5Chlorfenapyr-10,흑기사,(주)신농팜케미컬,살충제,6+13,사과,애모무늬잎말이나방,다발생기 경엽처리,"3,000배",수확 14일 전까지,3회 이내
아바멕틴.클로르페나피르 액상수화제,Abamectin-0.5Chlorfenapyr-10,흑기사,(주)신농팜케미컬,살충제,6+13,사과,애모무늬잎말이나방,다발생기 경엽처리,"3,000배",수확 14일 전까지,3회 이내
아바멕틴.클로르페나피르 액상수화제,Abamectin-0.5Chlorfenapyr-10,흑기사,(주)케이씨생명과학,살충제,6+13,사과,애모무늬잎말이나방,다발생기 경엽처리,"3,000배",수확 14일 전까지,3회 이내
아세타미프리드.인독사카브 액상수화제,Acetamiprid-4Indoxacarb-5,캐치온,(주)한얼싸이언스,살충제,4a+22a,사과,애모무늬잎말이나방,다발생기 경엽처리,"1,000배",수확 30일 전까지,2회 이내
에토펜프록스 유탁제,etofenprox-10,명타자,(주)팜한농,살충제,3a,사과,애모무늬잎말이나방,다발생기 경엽처리,"1,000배",수확 21일 전까지,3회 이내
노발루론 액상수화제,Novaluron-10,라이몬,한국삼공(주),살충제,15,사과,애무늬고리장님노린재,발생초기 10일간격 경엽처리,"2,000배",수확 7일 전까지,3회 이내
플룩사메타마이드 액상수화제,Fluxametamide-7,액스라지,(주)경농,살충제,30,사과,애무늬고리장님노린재,발생초기 7일간격 경엽처리,"2,000배",수확 14일 전까지,2회 이내
피리플루퀴나존 액상수화제,pyrifluquinazon-6.5,팡파레에스,(주)경농,살충제,9b,사과,애무늬고리장님노린재,발생초기 7일간격 경엽처리,"2,000배",수확 14일 전까지,3회 이내
아족시스트로빈 수화제,Azoxystrobin-10,균메카,(주)신농팜케미컬,살균제,다3,사과,역병,발병초 10일간격 경엽처리,"1,000배",수확 14일 전까지,5회 이내
아족시스트로빈 수화제,Azoxystrobin-10,균메카,(주)케이씨생명과학,살균제,다3,사과,역병,발병초 10일간격 경엽처리,"1,000배",수확 14일 전까지,5회 이내
아족시스트로빈 수화제,azoxystrobin-10,나타나,한국삼공(주),살균제,다3,사과,역병,발병초 10일간격 경엽처리,"1,000배",수확 14일 전까지,5회 이내
아족시스트로빈 수화제,Azoxystrobin-10,두루두루,지넥스(주),살균제,다3,사과,역병,발병초 10일간격 경엽처리,"1,000배",수확 14일 전까지,5회 이내
아족시스트로빈 수화제,azoxystrobin-10,센세이션,(주)팜한농,살균제,다3,사과,역병,발병초 10일간격 경엽처리,"1,000배",수확 14일 전까지,5회 이내
아족시스트로빈 수화제,azoxystrobin-10,아미스타,신젠타코리아(주),살균제,다3,사과,역병,발병초 10일간격 경엽처리,"1,000배",수확 14일 전까지,5회 이내
아족시스트로빈 수화제,Azoxystrobin-10,아미트라,아그리젠토(주),살균제,다3,사과,역병,발병초 10일간격 경엽처리,"1,000배",수확 14일 전까지,5회 이내
아족시스트로빈 수화제,Azoxystrobin-10,아티스트,(주)한얼싸이언스,살균제,다3,사과,역병,발병초 10일간격 경엽처리,"1,000배",수확 14일 전까지,5회 이내
아족시스트로빈 수화제,Azoxystrobin-10,탄저.역병뚝,(주)대유,살균제,다3,사과,역병,발병초 10일간격 경엽처리,"1,000배",수확 14일 전까지,5회 이내
디클로르보스.람다사이할로트린 분산성액제,dichlorvos-20Lambda-cyhalothrin-0.8,돌격대,(주)팜한농,살충제,1b+3a,사과,오리나무좀,발생초기 10일간격 수간처리,"1,000배",착과기,2회 이내
아세타미프리드.뷰프로페진 유제,Acetamiprid-4Buprofezin-15,백상어,(주)태준아그로텍,살충제,4a+16,사과,오리나무좀,발생초기 10일간격 경엽처리,"1,000배",수확 21일 전까지,3회 이내
펜토에이트 유제,phenthoate-47.5,엘산,한국삼공(주),살충제,1b,사과,오리나무좀,발생초기 10일 간격  수간처리,400배,수확 21일 전까지,3회 이내
디노테퓨란.에토펜프록스 수화제,dinotefuran-5etofenprox-8,청실홍실,(주)농협케미컬,살충제,4a+3a,사과,은무늬굴나방,발생초기 10일간격 경엽처리,"1,000배",수확 21일 전까지,2회 이내
디플루벤주론 수화제,diflubenzuron-25,디밀린,신젠타코리아(주),살충제,15,사과,은무늬굴나방,발생초 7일간격 경엽처리,"2,500배",수확 45일 전까지,3회 이내
디플루벤주론 수화제,diflubenzuron-25,룩업,(주)동방아그로,살충제,15,사과,은무늬굴나방,발생초 7일간격 경엽처리,"2,500배",수확 45일 전까지,3회 이내
디플루벤주론 액상수화제,diflubenzuron-14,애버린,한국삼공(주),살충제,15,사과,은무늬굴나방,발병초 7일간격 경엽처리,"1,500배",수확 30일 전까지,3회 이내
디플루벤주론 입상수화제,Diflubenzuron-50,벤티드,(주)한얼싸이언스,살충제,15,사과,은무늬굴나방,발생초기 10일간격 경엽처리,"5,000배",수확 21일 전까지,3회 이내
디플루벤주론 입상수화제,diflubenzuron-50,영일슈트,(주)농협케미컬,살충제,15,사과,은무늬굴나방,발생초기 10일간격 경엽처리,"5,000배",수확 21일 전까지,3회 이내
비펜트린.디플루벤주론 유현탁제,bifenthrin-2diflubenzuron-14,노린탄,(주)농협케미컬,살충제,3a+15,사과,은무늬굴나방,발생초기 10일간격 경엽처리,"2,000배",수확 14일 전까지,3회 이내
비펜트린.디플루벤주론 유현탁제,Bifenthrin-2Diflubenzuron-14,스키폴,(주)한얼싸이언스,살충제,3a+15,사과,은무늬굴나방,발생초기 10일간격 경엽처리,"2,000배",수확 14일 전까지,3회 이내
아세타미프리드 수화제,acetamiprid-8,모스피란,(주)경농,살충제,4a,사과,은무늬굴나방,발생초기 7일간격 경엽처리,"2,000배",수확 21일 전까지,3회 이내
아세타미프리드 수화제,Acetamiprid-8,어택트,(주)한얼싸이언스,살충제,4a,사과,은무늬굴나방,발생초기 7일간격 경엽처리,"2,000배 ",수확 21일 전까지,3회 이내
아세타미프리드 입상수화제,Acetamiprid-8,스와튼,(주)태준아그로텍,살충제,4a,사과,은무늬굴나방,발생초기 10일간격 경엽처리,"2,000배",수확 21일 전까지,3회 이내
아세타미프리드 입상수화제,Acetamiprid-8,스와튼,미래아그로,살충제,4a,사과,은무늬굴나방,발생초기 10일간격 경엽처리,"2,000배",수확 21일 전까지,3회 이내
아세타미프리드 입상수화제,acetamiprid-8,히든키,(주)팜한농,살충제,4a,사과,은무늬굴나방,발생초기 10일간격 경엽처리,"2,000배",수확 21일 전까지,3회 이내
아세타미프리드.노발루론 유제,Acetamiprid-7Novaluron-9,코모란,아다마코리아(주),살충제,4a+15,사과,은무늬굴나방,발생초기 10일간격 경엽처리,"3,000배",수확 21일 전까지,3회 이내
아세타미프리드.노발루론 유제,acetamiprid-7novaluron-9,코모란,한국마간(주),살충제,4a+15,사과,은무늬굴나방,발생초기 10일간격 경엽처리,"3,000배",수확 21일 전까지,3회 이내
아세타미프리드.에토펜프록스 수화제,acetamiprid-2.5etofenprox-8,만장일치,(주)경농,살충제,4a+3a,사과,은무늬굴나방,발생초 7일간격 경엽처리,"1,000배",수확 30일 전까지,3회 이내
아세타미프리드.에토펜프록스 수화제,Acetamiprid-2.5Etofenprox-8,젠토시대,아그리젠토(주),살충제,4a+3a,사과,은무늬굴나방,발생초 7일간격 경엽처리,"1,000배",수확 30일 전까지,3회 이내
아세타미프리드.에토펜프록스 수화제,Acetamiprid-2.5Etofenprox-8,충도사,(주)한얼싸이언스,살충제,4a+3a,사과,은무늬굴나방,발생초 7일간격 경엽처리,"1,000배",수확 30일 전까지,3회 이내
아세타미프리드.에토펜프록스 수화제,Acetamiprid-2.5Etofenprox-8,피리처,인바이오(주),살충제,4a+3a,사과,은무늬굴나방,발생초기 7일간격 경엽처리,"1,000배",수확 30일 전까지,3회 이내
아세타미프리드.클로르페나피르 수화제,acetamiprid-2.5chlorfenapyr-3,닥터킹,한국삼공(주),살충제,4a+13,사과,은무늬굴나방,발생초기 10일간격 경엽처리,"1,000배",수확 21일 전까지,3회 이내
에토펜프록스.인독사카브 수화제,etofenprox-10indoxacarb-1.5,바이킹,(주)동방아그로,살충제,3a+22a,사과,은무늬굴나방,발생초 7일간격 경엽처리,"1,000배",수확 14일 전까지,3회 이내
이미다클로프리드 수화제,Imidacloprid-10,뜨물탄,유원에코사이언스(주),살충제,4a,사과,은무늬굴나방,발생초기 7일간격 경엽처리,"2,000배",수확 21일 전까지,2회 이내
이미다클로프리드 수화제,Imidacloprid-10,래피드킬,아그리젠토(주),살충제,4a,사과,은무늬굴나방,발생초기 7일간격 경엽처리,"2,000배",수확 21일 전까지,2회 이내
이미다클로프리드 수화제,Imidacloprid-10,비리아웃,지넥스(주),살충제,4a,사과,은무늬굴나방,발생초기 7일간격 경엽처리,"2,000배",수확 21일 전까지,2회 이내
이미다클로프리드 수화제,imidacloprid-10,아리이미다,(주)농협케미컬,살충제,4a,사과,은무늬굴나방,발생초기 7일간격 경엽처리,"2,000배",수확 21일 전까지,2회 이내
이미다클로프리드 수화제,Imidacloprid-10,총채.진디.꽃매미.가루이뚝,(주)대유,살충제,4a,사과,은무늬굴나방,발생초기 7일간격 경엽처리,"2,000배",수확 21일 전까지,2회 이내
이미다클로프리드 수화제,imidacloprid-10,코니도,(주)팜한농,살충제,4a,사과,은무늬굴나방,발생초기 7일간격 경엽처리,"2,000배",수확 21일 전까지,2회 이내
이미다클로프리드 수화제,imidacloprid-10,코니도,바이엘크롭사이언스(주),살충제,4a,사과,은무늬굴나방,발생초기 7일간격 경엽처리,"2,000배",수확 21일 전까지,2회 이내
이미다클로프리드 수화제,Imidacloprid-10,코르니,(주)태준아그로텍,살충제,4a,사과,은무늬굴나방,발생초기 7일간격 경엽처리,"2,000배",수확 21일 전까지,2회 이내
이미다클로프리드 수화제,imidacloprid-10,코사인,(주)동방아그로,살충제,4a,사과,은무늬굴나방,발생초기 7일간격 경엽처리,"2,000배",수확 21일 전까지,2회 이내
이미다클로프리드 수화제,Imidacloprid-10,타격왕,(주)한얼싸이언스,살충제,4a,사과,은무늬굴나방,발생초기 7일간격 경엽처리,"2,000배",수확 21일 전까지,2회 이내
이미다클로프리드 수화제,Imidacloprid-10,트랙다운,팜아그로텍(주),살충제,4a,사과,은무늬굴나방,발생초기 경엽처리,"2,000배",수확 21일 전까지,2회 이내
이미다클로프리드 수화제,Imidacloprid-10,호리도,선문그린사이언스(주),살충제,4a,사과,은무늬굴나방,발생초기 7일간격 경엽처리,"2,000배",수확 21일 전까지,2회 이내
이미다클로프리드.노발루론 액상수화제,Imidacloprid-4.5Novaluron-7,라이코,아다마코리아(주),살충제,4a+15,사과,은무늬굴나방,발생초기 10일간격 경엽처리,"2,000배",수확 21일 전까지,3회 이내
이미다클로프리드.노발루론 액상수화제,Imidacloprid-4.5Novaluron-7,라이코,한국마간(주),살충제,4a+15,사과,은무늬굴나방,발생초기 10일간격 경엽처리,"2,000배",수확 21일 전까지,3회 이내
클로티아니딘 액상수화제,clothianidin-8,빅카드,한국삼공(주),살충제,4a,사과,은무늬굴나방,발생초 10일간격 경엽처리,"1,000배",수확 7일 전까지,3회 이내
클로티아니딘.메톡시페노자이드 액상수화제,clothianidin-7methoxyfenozide-8,유토피아,(주)동방아그로,살충제,4a+18,사과,은무늬굴나방,발생초 10일간격 경엽처리,"2,000배",수확 14일 전까지,3회 이내
클로티아니딘.피리달릴 액상수화제,clothianidin-8pyridalyl-16,슈퍼볼,(주)동방아그로,살충제,4a+미분류,사과,은무늬굴나방,발생초기 10일간격 경엽처리,"2,000배",수확 14일 전까지,3회 이내
티아메톡삼 입상수화제,thiamethoxam-10,아타라,신젠타코리아(주),살충제,4a,사과,은무늬굴나방,발생초 7일간격 경엽처리,"2,000배",수확 7일 전까지,3회 이내
티아클로프리드 액상수화제,thiacloprid-10,칼립소,바이엘크롭사이언스(주),살충제,4a,사과,은무늬굴나방,발생초 7일간격 경엽처리,"2,000배",수확 21일 전까지,3회 이내
플루벤디아마이드 액상수화제,flubendiamide-20,애니충,한국삼공(주),살충제,28,사과,은무늬굴나방,발생초 10일간격 경엽처리,"4,000배",수확 10일 전까지,3회 이내
사이헥사틴 수화제,cyhexatin-25,응골로,선문그린사이언스(주),살충제,12b,사과,응애(사과응애),한잎당 2~3마리가 보일 때 경엽처리,"1,500배",수확 7일 전까지,3회 이내
아조사이클로틴 수화제,azocyclotin-25,경농아씨틴,(주)경농,살충제,12b,사과,응애(사과응애),꽃이 피기전과 꽃이 진후부터(5~10월)한잎당 3~4마리정도 발생할 때 경엽처리,"1,500배",수확 14일 전까지,3회 이내
아조사이클로틴 수화제,azocyclotin-25,무쇠팔,(주)팜한농,살충제,12b,사과,응애(사과응애),꽃이 피기전과 꽃이 진후 5~10월에 한잎당 3~4마리 정도 발생할 때 경엽처리,"1,500배",수확 14일 전까지,3회 이내
클로르피리포스.비펜트린 수화제,chlorpyrifos-15bifenthrin-1.2,질풍,(주)팜한농,살충제,1b+3a,사과,"응애(사과응애,점박이응애)",엽당 2~3마리 발생시 경엽처리,"1,000배",수확 14일 전까지,3회 이내
페나자퀸 액상수화제,fenazaquin-20,응애단,(주)팜한농,살충제,21a,사과,"응애(사과응애,점박이응애)",한잎당 2~3마리 발생시 경엽처리,"3,000배",수확 30일 전까지,2회 이내
사이헥사틴 수화제,cyhexatin-25,응골로,선문그린사이언스(주),살충제,12b,사과,응애(점박이응애),한잎당 2~3마리가 보일 때 경엽처리,"1,500배",수확 7일 전까지,3회 이내
아조사이클로틴 수화제,azocyclotin-25,경농아씨틴,(주)경농,살충제,12b,사과,응애(점박이응애),꽃이 피기전과 꽃이 진후부터(5~10월)한잎당 3~4마리정도 발생할 때 경엽처리,"1,500배",수확 14일 전까지,3회 이내
아조사이클로틴 수화제,azocyclotin-25,무쇠팔,(주)팜한농,살충제,12b,사과,응애(점박이응애),꽃이 피기전과 꽃이 진후 5~10월에 한잎당 3~4마리 정도 발생할 때 경엽처리,"1,500배",수확 14일 전까지,3회 이내
아바멕틴 유제,Abamectin-1.8,선문이응애충,선문그린사이언스(주),살충제,6,사과,"응애(점박이응애, 사과응애)",한잎당 2~3마리 발생시 경엽처리,"3,000배",수확 7일 전까지,3회 이내
밀베멕틴 유제,Milbemectin(A3+A4)-1,밀베노크,바이엘크롭사이언스(주),살충제,6,사과,"응애(점박이응애,사과응애)",한잎당 2~3마리가 보일 때 경엽처리,"1,000배",수확 7일 전까지,2회 이내
비펜트린 수화제,Bifenthrin-2,강써브,(주)한얼싸이언스,살충제,3a,사과,"응애(점박이응애,사과응애)",발생초기(한잎당 2~3마리 정도 발생할 때) 경엽처리,"1,000배",수확 14일 전까지,3회 이내
비펜트린 수화제,Bifenthrin-2,기대주,㈜이엑스아이디,살충제,3a,사과,"응애(점박이응애,사과응애)",발생초기(한잎당 2~3마리 정도 발생할 때) 경엽처리,"2,000배",수확 14일 전까지,3회 이내
비펜트린 수화제,Bifenthrin-2,떼부자,지넥스(주),살충제,3a,사과,"응애(점박이응애,사과응애)",발생초기(한잎당2~3마리 정도 발생할때) 경엽처리,"2,000배",수확 14일 전까지,3회 이내
비펜트린 수화제,Bifenthrin-2,이차메,아그리젠토(주),살충제,3a,사과,"응애(점박이응애,사과응애)",발생초기(한잎당2~3마리정도발생할때) 경엽처리,"1,000배",수확 14일 전까지,3회 이내
비펜트린 수화제,Bifenthrin-2,충에짱,인바이오(주),살충제,3a,사과,"응애(점박이응애,사과응애)",발생초기(한잎당 2~3마리 정도 발생할 때) 경엽처리,"2,000배",수확 14일 전까지,3회 이내
비펜트린 수화제,bifenthrin-2,타스타,바이엘크롭사이언스(주),살충제,3a,사과,"응애(점박이응애,사과응애)",발생초기(한잎당 2~3마리 정도  발생할때)  경엽처리,"1,000배",수확 14일 전까지,3회 이내
아바멕틴 유제,Abamectin-1.8,겔럭시,(주)태준아그로텍,살충제,6,사과,"응애(점박이응애,사과응애)",한잎당 2~3마리 발생시 경엽처리,"3,000배",수확 7일 전까지,3회 이내
아바멕틴 유제,abamectin-1.8,겔럭시,(주)태준아그로텍,살충제,6,사과,"응애(점박이응애,사과응애)",한잎당 2~3마리 발생시 경엽처리,"3,000배",수확 7일 전까지,3회 이내
아바멕틴 유제,Abamectin-1.8,돌보미,(주)농협케미컬,살충제,6,사과,"응애(점박이응애,사과응애)",한잎당2~3마리 발생시  경엽처리,"3,000배",수확 7일 전까지,3회 이내
아바멕틴 유제,Abamectin-1.8,레딧고,인바이오(주),살충제,6,사과,"응애(점박이응애,사과응애)",한잎당 2~3마리 발생시 경엽처리,"3,000배 ",수확 7일 전까지,3회 이내
아바멕틴 유제,abamectin-1.8,로멕틴,(유)로탐라이프사이언스코리아,살충제,6,사과,"응애(점박이응애,사과응애)",한잎당 2~3마리 발생시 경엽처리,"3,000배",수확 7일 전까지,3회 이내
아바멕틴 유제,Abamectin-1.8,로멕틴,유원에코사이언스(주),살충제,6,사과,"응애(점박이응애,사과응애)",한잎당2~3마리 발생시 경엽처리,"3,000배",수확 7일 전까지,3회 이내
아바멕틴 유제,Abamectin-1.8,마니팜,(주)하나바이오,살충제,6,사과,"응애(점박이응애,사과응애)",한잎당 2~3마리 발생시 경엽처리,"3,000배",수확 7일 전까지,3회 이내
아바멕틴 유제,Abamectin-1.8,버클리,미래아그로,살충제,6,사과,"응애(점박이응애,사과응애)",한잎당 2~3마리 발생시 경엽처리,"3,000배",수확 7일 전까지,3회 이내
아바멕틴 유제,abamectin-1.8,버티맥,신젠타코리아(주),살충제,6,사과,"응애(점박이응애,사과응애)",한잎당 2~3마리 발생시 경엽처리,"3,000배",수확 7일 전까지,3회 이내
아바멕틴 유제,Abamectin-1.8,빅캐넌,에프엠씨코리아(주),살충제,6,사과,"응애(점박이응애,사과응애)",한잎당 2~3마리 발생시 경엽처리,"3,000배",수확 7일 전까지,3회 이내
아바멕틴 유제,Abamectin-1.8,선문이응애충,선문그린사이언스(주),살충제,6,사과,"응애(점박이응애,사과응애)",한잎당 2~3마리 발생시 경엽처리,"3,000배",수확 7일 전까지,3회 이내
아바멕틴 유제,Abamectin-1.8,슈퍼캐치,(주)다보인터내셔널,살충제,6,사과,"응애(점박이응애,사과응애)",한잎당 2~3마리 발생시 경엽처리,"3,000배",수확 7일 전까지,3회 이내
아바멕틴 유제,Abamectin-1.8,쏘렌토,(주)한얼싸이언스,살충제,6,사과,"응애(점박이응애,사과응애)",한잎당 2~3마리 발생시 경엽처리,"3,000배",수확 7일 전까지,3회 이내
아바멕틴 유제,Abamectin-1.8,쏘렌토,(주)한얼싸이언스,살충제,6,사과,"응애(점박이응애,사과응애)",한잎당 2~3마리 발생시 경엽처리,"3,000배",수확 7일 전까지,3회 이내
아바멕틴 유제,Abamectin-1.8,아라베스크,(주)신영아그로,살충제,6,사과,"응애(점박이응애,사과응애)",한잎당 2~3마리 발생시 경엽처리,"3,000배",수확 7일 전까지,3회 이내
아바멕틴 유제,Abamectin-1.8,아바멕킬,(주)대유,살충제,6,사과,"응애(점박이응애,사과응애)",한잎당 2~3마리 발생시 경엽처리,"3,000배",수확 7일 전까지,3회 이내
아바멕틴 유제,Abamectin-1.8,아바킹,㈜이엑스아이디,살충제,6,사과,"응애(점박이응애,사과응애)",한잎당 2~3마리 발생시 경엽처리,"3,000배",수확 7일 전까지,3회 이내
아바멕틴 유제,Abamectin-1.8,안티멕,(주)장유산업,살충제,6,사과,"응애(점박이응애,사과응애)",발생초기(5~10월) 한잎당 2~3마리 정도 발생할 때 경엽처리,"3,000배",수확 7일 전까지,3회 이내
아바멕틴 유제,Abamectin-1.8,안티멕,(주)장유산업,살충제,6,사과,"응애(점박이응애,사과응애)",발생초기(5~10월) 한잎당 2~3마리 정도 발생할 때 경엽처리,"3,000배",수확 7일 전까지,3회 이내
아바멕틴 유제,Abamectin-1.8,알파텍,(주)천지인바이오텍,살충제,6,사과,"응애(점박이응애,사과응애)",한잎당2~3마리 발생시 경엽처리,"3,000배",수확 7일 전까지,3회 이내
아바멕틴 유제,Abamectin-1.8,에코멕틴,(주)그린시티,살충제,6,사과,"응애(점박이응애,사과응애)",한잎당 2~3마리 발생시 경엽처리,"3,000배",수확 7일 전까지,3회 이내
아바멕틴 유제,Abamectin-1.8,올스타,(주)경농,살충제,6,사과,"응애(점박이응애,사과응애)",한잎당 2~3마리 발생시 경엽처리,"3,000배",수확 7일 전까지,3회 이내
아바멕틴 유제,abamectin-1.8,올스타,(주)경농,살충제,6,사과,"응애(점박이응애,사과응애)",한잎당 2~3마리 발생시 경엽처리,"3,000배",수확 7일 전까지,3회 이내
아바멕틴 유제,Abamectin-1.8,올웨이즈,티아그로,살충제,6,사과,"응애(점박이응애,사과응애)",한잎당 2~3마리 발생시 경엽처리,"3,000배 ",수확 7일 전까지,3회 이내
